Code,Description
"1307302","Losuia, Papua New Guinea: Kiriwina"
"1307401","La Serena, Chile: La Florida"
"1307402","La Serena, Chile: La Florida"
"1307501","Lexington, KY: Blue Grass Station AHP"
"1307601","La Crosse, WI: La Crosse Municipal"
"1307602","La Crosse, WI: La Crosse Municipal"
"1307701","Columbus, GA: Lawson AAF"
"1307702","Columbus, GA: Lawson AAF"
"1307703","Columbus, GA: Lawson AAF"
"1307801","Lerwick, United Kingdom: Sumburgh"
"1307802","Lerwick, United Kingdom: Sumburgh"
"1307901","Los Chiles, Costa Rica: Los Chiles Airport"
"1307902","Los Chiles, Costa Rica: Los Chiles Airport"
"1308001","Los Banos, CA: Los Banos Municipal"
"1308002","Los Banos, CA: Los Banos Municipal"
"1308101","Las Piedras, Venezuela: Josefa Camejo"
"1308102","Las Piedras, Venezuela: Josefa Camejo"
"1308201","Los Angeles, Chile: Maria Dolores"
"1308202","Los Angeles, Chile: Maria Dolores"
"1308301","Lost River, AK: Lost River 1"
"1308401","Les Saintes, Guadeloupe: Terre de Haut"
"1308402","Les Saintes, Guadeloupe: Terre de Haut"
"1308501","Launceston, Australia: Launceston Airport"
"1308502","Launceston, Australia: Launceston Airport"
"1308601","Long Sukang, Malaysia: Long Sukang Airport"
"1308602","Long Sukang, Malaysia: Long Sukang Airport"
"1308701","Las Vegas, NV: Nellis AFB"
"1308702","Las Vegas, NV: Nellis AFB"
"1308801","Lhok Sukon, Indonesia: Lhok Sukon Airport"
"1308802","Lhok Sukon, Indonesia: Lhok Sukon Airport"
"1308901","Tzaneen, South Africa: Letaba"
"1309001","Latrobe, Australia: Latrobe Valley"
"1309002","Latrobe, Australia: Latrobe Valley"
"1309101","Ghadames, Libya: Ghadames Airport"
"1309102","Ghadames, Libya: Ghadames Airport"
"1309201","Altai, Mongolia: Altai Airport"
"1309301","Lethem, Guyana: Lethem Airport"
"1309302","Lethem, Guyana: Lethem Airport"
"1309401","London, United Kingdom: Luton"
"1309402","London, United Kingdom: Luton"
"1309403","London, United Kingdom: Luton"
"1309501","Loreto, Mexico: Loreto International"
"1309502","Loreto, Mexico: Loreto International"
"1309601","Le Touquet, France: Le Touquet/Paris Plage"
"1309602","Le Touquet, France: Le Touquet/Paris Plage"
"1309701","Altus, OK: Altus AFB"
"1309702","Altus, OK: Altus AFB"
"1309801","Lotusvale, Australia: Lotusvale Airport"
"1309901","Lukla, Nepal: Lukla Airport"
"1309902","Lukla, Nepal: Lukla Airport"
"1309903","Lukla, Nepal: Lukla Airport"
"1310001","Luderitz, South Africa: Luderitz Airport"
"1310002","Luderitz, Namibia: Luderitz Airport"
"1310003","Luderitz, Namibia: Luderitz Airport"
"1310101","Lucenec, Slovakia: Lucenec Airport"
"1310102","Lucenec, Slovakia: Lucenec Airport"
"1310201","Phoenix, AZ: Luke AFB"
"1310301","Lugano, Switzerland: Lugano Airport"
"1310302","Lugano, Switzerland: Lugano Airport"
"1310401","Lusikisiki, South Africa: Lusikisiki Airport"
"1310501","Cincinnati, OH: Lunken Field"
"1310502","Cincinnati, OH: Cincinnati Municipal Lunken Field"
"1310601","Laurel, MS: Hesler-Noble Field"
"1310602","Laurel, MS: Hesler-Noble Field"
"1310801","Lusaka, Zambia: Lusaka International"
"1310802","Lusaka, Zambia: Lusaka International"
"1310901","Kalaupapa, HI: Kalaupapa Airport"
"1310902","Kalaupapa, HI: Kalaupapa Airport"
"1311001","San Luis, Argentina: San Luis Airport"
"1311002","San Luis, Argentina: San Luis Airport"
"1311101","Cape Lisburne, AK: Cape Lisburne AFS"
"1311102","Cape Lisburne, AK: Cape Lisburne LRRS"
"1311201","Laura Station, Australia: Laura Station Airport"
"1311301","Luxembourg, Luxembourg: Luxembourg Airport"
"1311302","Luxembourg, Luxembourg: Luxembourg Airport"
"1311401","Livramento, Brazil: Livramento Airport"
"1311501","Lime Village, AK: Lime Village Airport"
"1311502","Lime Village, AK: Lime Village Airport"
"1311601","Livingstone, Zambia: Livingstone Airport"
"1311602","Livingstone, Zambia: Livingstone Airport"
"1311701","Livermore, CA: Livermore Municipal"
"1311702","Livermore, CA: Livermore Municipal"
"1311801","Livingston, MT: Livingston Airport"
"1311901","Laverton, Australia: Laverton Airport"
"1311902","Laverton, Australia: Laverton Airport"
"1312001","Las Vegas, NM: Las Vegas Municipal"
"1312101","Lewisburg, WV: Greenbrier Valley"
"1312102","Lewisburg, WV: Greenbrier Valley"
"1312201","Lawrence, KS: Lawrence Municipal"
"1312202","Lawrence, KS: Lawrence Municipal"
"1312301","Lawrenceburg, TN: Lawrenceburg-Lawrence County"
"1312302","Lawrenceburg, TN: Lawrenceburg-Lawrence County"
"1312401","Wells, NV: Harriet Field"
"1312402","Wells, NV: Wells Municipal/Harriet Field"
"1312501","Lawrence, MA: Lawrence Municipal"
"1312502","Lawrence, MA: Lawrence Municipal"
"1312601","Lviv, U.S.S.R.: Snilow"
"1312602","Lviv, Ukraine: Lviv International"
"1312701","Lewiston, ID: Lewiston Nez Perce County"
"1312702","Lewiston, ID: Lewiston Nez Perce County"
"1312801","Lewistown, MT: Lewistown Municipal"
"1312802","Lewistown, MT: Lewistown Municipal"
"1312901","Lawrenceville, IL: Lawrenceville-Vincennes International"
"1312902","Lawrenceville, IL: Lawrenceville-Vincennes International"
"1313001","Lawas, Malaysia: Lawas Airport"
"1313002","Lawas, Malaysia: Lawas Airport"
"1313101","Lhasa, China: Gonggar"
"1313201","Lexington, NE: Jim Kelly Field"
"1313301","Luxor, Egypt: Luxor International"
"1313302","Luxor, Egypt: Luxor International"
"1313401","Lemnos, Greece: Lemnos Airport"
"1313501","Leadville, CO: Lake County"
"1313502","Leadville, CO: Lake County"
"1313601","Little Cayman, Cayman Islands: Edward Bodden"
"1313602","Little Cayman, Cayman Islands: Edward Bodden"
"1313701","Lycksele, Sweden: Lycksele Airport"
"1313702","Lycksele, Sweden: Lycksele Airport"
"1313801","Lyneham, United Kingdom: RAF Lyneham"
"1313802","Lyneham, United Kingdom: RAF Lyneham"
"1313901","Lynchburg, VA: Lynchburg Regional/Preston Glenn Field"
"1313902","Lynchburg, VA: Lynchburg Regional/Preston Glenn Field"
"1314001","Lyon, France: Bron"
"1314101","Lyallpur, Pakistan: Lyallpur Airport"
"1314102","Faisalabad, Pakistan: Faisalabad International"
"1314103","Faisalabad, Pakistan: Faisalabad International"
"1314201","Longyearbyen, Norway: Svalbard"
"1314301","Lyon, France: Satolas"
"1314302","Lyon, France: Saint Exupery"
"1314303","Lyon, France: Saint Exupery"
"1314401","Ely, MN: Ely Municipal"
"1314402","Ely, MN: Ely Municipal"
"1314501","Lydd, United Kingdom: London Ashford"
"1314601","Lazaro Cardenas, Mexico: Lazaro Cardenas Airport"
"1314602","Lazaro Cardenas, Mexico: Lazaro Cardenas Airport"
"1314701","Liuzhou, China: Liuzhou South"
"1314901","Luzhou, China: Luzhou Airport"
"1314902","Luzhou, China: Luzhou Airport"
"1315001","Lizard Island, Australia: Lizard Island Airport"
"1315002","Lizard Island, Australia: Lizard Island Airport"
"1315101","Lawrenceville, GA: Gwinnett County - Briscoe Field"
"1315102","Lawrenceville, GA: Gwinnett County - Briscoe Field"
"1315201","Edgartown, MA: Katama Airpark"
"1315301","Madras, India: Madras International"
"1315302","Chennai, India: Chennai International"
"1315303","Chennai, India: Chennai International"
"1315401","Maraba, Brazil: Maraba Airport"
"1315402","Maraba, Brazil: Maraba Airport"
"1315403","Maraba, Brazil: Para Joao Correa Da Rocha"
"1315501","Macon, GA: Macon Downtown"
"1315502","Macon, GA: Macon Downtown"
"1315503","Macon, GA: Macon Downtown"
"1315601","Madrid, Spain: Barajas"
"1315602","Madrid, Spain: Barajas"
"1315701","Madera, CA: Madera Municipal"
"1315702","Madera, CA: Madera Municipal"
"1315801","Midland/Odessa, TX: Midland Regional Air Trml"
"1315802","Midland/Odessa, TX: Midland International"
"1315901","Madang, Papua New Guinea: Madang Airport"
"1315902","Madang, Papua New Guinea: Madang Airport"
"1316001","Mahon, Spain: Menorca"
"1316002","Mahon, Spain: Menorca"
"1316101","Mangochi, Malawi: Mangochi Airport"
"1316102","Mangochi, Malawi: Mangochi Airport"
"1316201","Majuro, Marshall Islands District (TTPI): Marshall Islands International"
"1316202","Majuro, Marshall Islands: Marshall Islands International"
"1316203","Majuro, Marshall Islands: Marshall Islands International"
"1316301","Malakal, Sudan: Malakal Airport"
"1316302","Malakal, South Sudan: Malakal Airport"
"1316401","Matamoros, Mexico: Matamoros International"
"1316402","Matamoros, Mexico: General Servando Canales International"
"1316501","Manchester, United Kingdom: Manchester Airport"
"1316502","Manchester, United Kingdom: Manchester Airport"
"1316601","Manaus, Brazil: Eduardo Gomes International"
"1316602","Manaus, Brazil: Eduardo Gomes International"
"1316701","Mamai, Papua New Guinea: Mamai Airport"
"1316901","Maracaibo, Venezuela: La Chinita International"
"1316902","Maracaibo, Venezuela: La Chinita International"
"1317001","Manus Island, Papua New Guinea: Momote"
"1317002","Manus Island, Papua New Guinea: Momote"
"1317101","Matadi, Congo (Kinshasa): Matadi Tshimpi"
"1317102","Matadi, Congo (Kinshasa): Matadi Tshimpi"
"1317201","Maupiti, French Polynesia: Maupiti Fr. Polynesia"
"1317301","Malden, MO: Malden Municipal"
"1317302","Malden, MO: Malden Regional"
"1317401","Matam, Senegal: Matam Ouro Sogui"
"1317402","Matam, Senegal: Matam Ouro Sogui"
"1317501","Mangrove Cay, The Bahamas: Clarence A Bain"
"1317502","Mangrove Cay, The Bahamas: Clarence A Bain"
"1317503","Mangrove Cay, The Bahamas: Clarence A Bain"
"1317601","Mayaguez, Puerto Rico: Mayaguez Airport"
"1317602","Mayaguez, PR: Eugenio Maria de Hostos"
"1317603","Mayaguez, PR: Eugenio Maria de Hostos"
"1317701","Mombasa, Kenya: Mombasa Moi International"
"1317702","Mombasa, Kenya: Mombasa Moi International"
"1317801","Maryborough, Australia: Maryborough Airport"
"1317802","Maryborough, Australia: Maryborough Airport"
"1317901","Mbeya, Tanzania: Mbeya Airport"
"1317902","Mbeya, Tanzania: Mbeya Airport"
"1317903","Mbeya, Tanzania: Mbeya Airport"
"1318001","Montego Bay, Jamaica: Sangster International"
"1318002","Montego Bay, Jamaica: Sangster International"
"1318101","Matupa, Brazil: Matupa Airport"
"1318201","Manistee/Ludington, MI: Manistee County-Blacker"
"1318202","Manistee/Ludington, MI: Manistee County-Blacker"
"1318301","Mamburao, Philippines: Mamburao Airport"
"1318302","Mamburao, Philippines: Mamburao Airport"
"1318401","Saginaw/Bay City/Midland, MI: Tri City"
"1318402","Saginaw/Bay City/Midland, MI: MBS International"
"1318403","Saginaw/Bay City/Midland, MI: MBS International"
"1318501","Masbate, Philippines: Masbate Airport"
"1318502","Masbate, Philippines: Masbate Airport"
"1318601","Mbambanakira, Solomon Islands: Mbambanakira Airport"
"1318701","Maribor, Yugoslavia: Maribor Airport"
"1318702","Maribor, Slovenia: Maribor Airport"
"1318703","Maribor, Slovenia: Maribor Airport"
"1318801","Moberley, MO: Omar N Bradley"
"1318802","Moberley, MO: Omar N Bradley"
"1318901","Maues, Brazil: Maues Airport"
"1318902","Maues, Brazil: Maues Airport"
"1319001","Macenta, Guinea: Macenta Airport"
"1319002","Macenta, Guinea: Macenta Airport"
"1319101","McComb, MS: McComb/Pike County/John E. Lewis Field"
"1319102","McComb, MS: McComb/Pike County/John E. Lewis Field"
"1319201","Sacramento, CA: McClellan AFB"
"1319202","Sacramento, CA: McClellan Airfield"
"1319203","Sacramento, CA: McClellan Airfield"
"1319301","Mackinac Island, MI: Mackinac Island Airport"
"1319302","Mackinac Island, MI: Mackinac Island Airport"
"1319401","Merced, CA: Merced Macready Regional"
"1319402","Merced, CA: Merced Regional/Macready Field"
"1319501","Tampa, FL: Macdill AFB"
"1319502","Tampa, FL: Macdill AFB"
"1319601","McGrath, AK: McGrath Airport"
"1319602","McGrath, AK: McGrath Airport"
"1319701","Machala, Ecuador: General Manuel Serrano"
"1319702","Machala, Ecuador: General Manuel Serrano"
"1319801","Kansas City, MO: Kansas City International"
"1319901","Maicao, Colombia: Maicao Airport"
"1320001","McCook, NE: McCook Municipal"
"1320002","McCook, NE: McCook Ben Nelson Regional"
"1320101","McKinley Park, AK: Denali"
"1320102","McKinley Park, AK: Denali"
"1320201","Monte Carlo, Monaco: Monaco Heloport"
"1320301","Macon, GA: Middle Georgia Regional"
"1320302","Macon, GA: Middle Georgia Regional"
"1320401","Orlando, FL: Orlando International"
"1320402","Orlando, FL: Orlando International"
"1320501","Macapa, Brazil: Macapa Airport"
"1320502","Macapa, Brazil: Alberto Alcolumbre"
"1320601","Melchor de Mencos, Guatemala: Melchor de Mencos Airport"
"1320701","Monte Caseros, Argentina: Monte Caseros Airport"
"1320702","Monte Caseros, Argentina: Monte Caseros Airport"
"1320801","Muscat, Oman: Seeb International"
"1320802","Muscat, Oman: Muscat International"
"1320901","Montlucon, France: Gueret/Lepaud"
"1321001","McArthur River, Australia: McArthur River Airport"
"1321002","McArthur River, Australia: McArthur River Mine"
"1321101","Mason City, IA: Mason City Municipal"
"1321102","Mason City, IA: Mason City Municipal"
"1321201","Maroochydore, Australia: Sunshine Coast"
"1321202","Maroochydore, Australia: Sunshine Coast"
"1321301","Maceio, Brazil: Zumbi Dos Palmares"
"1321401","San Antonio, TX: Martindale AHP"
"1321501","Melinda, Belize: Melinda Airport"
"1321502","Melinda, Belize: Melinda Airport"
"1321601","Menado, Indonesia: Sam Ratulangi"
"1321602","Menado, Indonesia: Sam Ratulangi"
"1321701","Midland/Odessa, TX: Midland Airpark"
"1321702","Midland/Odessa, TX: Midland Airpark"
"1321801","Medellin, Colombia: Jose Maria Cordova"
"1321901","Medford, WI: Taylor County"
"1321902","Medford, WI: Taylor County"
"1322001","Mudanjiang, China: Mudanjiang Airport"
"1322002","Mudanjiang, China: Hailang"
"1322101","Carbondale, IL: Southern Illinois"
"1322102","Carbondale, IL: Southern Illinois"
"1322201","Makurdi, Nigeria: Makurdi Airport"
"1322202","Makurdi, Nigeria: Makurdi Airport"
"1322301","Madras, OR: City County"
"1322302","Madras, OR: Madras Municipal"
"1322401","Mbandaka, Congo (Kinshasa): Mbandaka Airport"
"1322402","Mbandaka, Congo (Kinshasa): Mbandaka Airport"
"1322501","Mandalay, Burma: Mandalay Airport"
"1322601","Middleton Island, AK: Middleton Island Airport"
"1322602","Middleton Island, AK: Middleton Island Airport"
"1322701","Mar del Plata, Argentina: Astor Piazzolla"
"1322702","Mar del Plata, Argentina: Mar del Plata Airport"
"1322801","Medfra, AK: Medfra Airport"
"1322901","Middle Caicos, Turks and Caicos Islands: Middle Caicos Airport"
"1322902","Middle Caicos, Turks and Caicos Islands: Middle Caicos Airport"
"1322903","Middle Caicos, Turks and Caicos Islands: Middle Caicos Airport"
"1322904","Middle Caicos, Turks and Caicos Islands: Conch Bar"
"1323001","Harrisburg, PA: Harrisburg International"
"1323002","Harrisburg, PA: Harrisburg International"
"1323101","Mendi, Papua New Guinea: Mendi Airport"
"1323102","Mendi, Papua New Guinea: Mendi Airport"
"1323103","Mendi, Papua New Guinea: Mendi Airport"
"1323201","Chicago, IL: Chicago Midway International"
"1323202","Chicago, IL: Chicago Midway International"
"1323301","Mercedes, Argentina: Mercedes Aeroclub"
"1323401","Midway Island, Midway Islands: Midway NAF"
"1323402","Midway Island, TT: Midway NAF"
"1323403","Midway Island, TT: Sand Island Field"
"1323501","Mendoza, Argentina: El Plumerillo"
"1323502","Mendoza, Argentina: El Plumerillo"
"1323601","Rangeley, ME: Steven A. Bean Municipal"
"1323701","Macae, Brazil: Macae Airport"
"1323702","Macae, Brazil: Macae Airport"
"1323801","Melbourne, Australia: Melbourne/Essendon"
"1323802","Melbourne, Australia: Melbourne/Essendon"
"1323901","Manta, Ecuador: Eloy Alfaro International"
"1324001","Medina, Saudi Arabia: Medina Airport"
"1324002","Medina, Saudi Arabia: Prince Mohammad Bin Abdulaziz International"
"1324101","Meridian, MS: Key Field"
"1324102","Meridian, MS: Key Field"
"1324201","Meadville, PA: Port Meadville"
"1324301","Melbourne, Australia: Melbourne International"
"1324302","Melbourne, Australia: Melbourne International"
"1324401","Memphis, TN: Memphis International"
"1324402","Memphis, TN: Memphis International"
"1324501","Mende, France: Brenoux"
"1324502","Mende, France: Brenoux"
"1324601","Manteo, NC: Dare County Regional"
"1324701","Mersing, Malaysia: Mersing Malay."
"1324801","Meulaboh, Indonesia: Seunagan"
"1324901","Atwater, CA: Castle"
"1325001","Medan, Indonesia: Polonia"
"1325002","Medan, Indonesia: Polonia"
"1325003","Medan, Indonesia: Polonia"
"1325101","Minden, NV: Minden-Tahoe"
"1325102","Minden, NV: Minden-Tahoe"
"1325201","Mexico City, Mexico: Licenciado Benito Juarez International"
"1325202","Mexico City, Mexico: Licenciado Benito Juarez International"
"1325301","Meghauli, Nepal: Meghauli Airport"
"1325302","Meghauli, Nepal: Meghauli Airport"
"1325401","Mafia Island, Tanzania: Mafia"
"1325402","Mafia Island, Tanzania: Mafia"
"1325501","Mansfield, OH: Mansfield Lahm Municipal"
"1325502","Mansfield, OH: Mansfield Lahm Regional"
"1325601","Mission/McAllen/Edinburg, TX: McAllen Miller International"
"1325602","Mission/McAllen/Edinburg, TX: McAllen Miller International"
"1325701","Moanda, Gabon: Moanda Airport"
"1325801","Muzaffarabad, Pakistan: Muzaffarabad Airport"
"1325802","Muzaffarabad, Pakistan: Muzaffarabad Airport"
"1325901","Mesquite, NV: Mesquite Airport"
"1325902","Mesquite, NV: Mesquite Airport"
"1326001","Marshfield, WI: Marshfield Municipal"
"1326002","Marshfield, WI: Marshfield Municipal"
"1326101","Macau, Macau: Macau International"
"1326201","Milford Sound, New Zealand: Milford Sound Airport"
"1326202","Milford Sound, New Zealand: Milford Sound Airport"
"1326301","Maradi, Niger: Maradi Airport"
"1326302","Maradi, Niger: Maradi Airport"
"1326401","Medford, OR: Medford Jackson County"
"1326402","Medford, OR: Rogue Valley International - Medford"
"1326403","Medford, OR: Rogue Valley International - Medford"
"1326501","Miraflores, Colombia: Miraflores Airport"
"1326601","Fort Worth, TX: Mangham Field"
"1326701","Mfuwe, Zambia: Mfuwe Airport"
"1326702","Mfuwe, Zambia: Mfuwe Airport"
"1326801","Melfa, VA: Accomack County"
"1326802","Melfa, VA: Accomack County"
"1326901","Managua, Nicaragua: Augusto Cesar Sandino International"
"1326902","Managua, Nicaragua: Augusto Cesar Sandino International"
"1326903","Managua, Nicaragua: Augusto Cesar Sandino International"
"1327001","Mount Gambier, Australia: Mount Gambier Airport"
"1327002","Mount Gambier, Australia: Mount Gambier Airport"
"1327101","Michigan City, IN: Michigan City Municipal"
"1327102","Michigan City, IN: Michigan City Municipal"
"1327103","Michigan City, IN: Michigan City Municipal-Phillips Field"
"1327201","Magdalena, Bolivia: Magdalena Airport"
"1327202","Magdalena, Bolivia: Magdalena Airport"
"1327301","Marietta, GA: Dobbins AFB"
"1327302","Marietta, GA: Dobbins ARB"
"1327401","Maringa, Brazil: Regional de Maringa Silvio Name Junior"
"1327501","Montgomery, NY: Orange County"
"1327502","Montgomery, NY: Orange County"
"1327601","Dusseldorf, Germany: Monchengladbach"
"1327701","Montgomery, AL: Dannelly Field"
"1327702","Montgomery, AL: Montgomery Regional"
"1327801","Magangue, Colombia: Baracoa"
"1327802","Magangue, Colombia: Baracoa"
"1327803","Magangue, Colombia: Magangue Airport"
"1327901","Mogadishu, Somalia: Mogadishu International"
"1327902","Mogadishu, Somalia: Mogadishu International"
"1328001","Moultrie/Thomasville, GA: Moultrie Thomasville"
"1328002","Moultrie/Thomasville, GA: Moultrie/Thomasville Airport"
"1328101","Mangaia, Cook Islands: Mangaia Cook Island"
"1328201","Morgantown, WV: Morgantown Municipal-Walter L. Bill Hart Field"
"1328202","Morgantown, WV: Morgantown Municipal-Walter L. Bill Hart Field"
"1328301","Dayton, OH: Montgomery County"
"1328302","Dayton, OH: Dayton-Wright Brothers"
"1328401","Mahdia, Guyana: Mahdia Airport"
"1328402","Mahdia, Guyana: Mahdia Airport"
"1328601","Mashhad, Iran: Mashhad International"
"1328602","Mashhad, Iran: Mashhad International"
"1328701","Mitchell, SD: Mitchell Municipal"
"1328702","Mitchell, SD: Mitchell Municipal"
"1328801","Mannheim, Germany: Mannheim Neuostheim"
"1328802","Mannheim, Germany: Mannheim City"
"1328901","Marsh Harbour, The Bahamas: Marsh Harbour Airport"
"1328902","Marsh Harbour, The Bahamas: Marsh Harbour Airport"
"1328903","Marsh Harbour, The Bahamas: Marsh Harbour International"
"1329001","Manhattan/Ft. Riley, KS: Manhattan Regional"
"1329002","Manhattan/Ft. Riley, KS: Manhattan Regional"
"1329101","Marshall, MO: Marshall Memorial Municipal"
"1329102","Marshall, MO: Marshall Memorial Municipal"
"1329201","Minchumina, AK: Minchumina Airport"
"1329202","Minchumina, AK: Minchumina Airport"
"1329301","Mount House, Australia: Mount House Airport"
"1329302","Mount House, Australia: Mount House Airport"
"1329401","Mariehamn, Finland: Mariehamn Airport"
"1329402","Mariehamn, Finland: Mariehamn Airport"
"1329501","Sacramento, CA: Mather AFB"
"1329502","Sacramento, CA: Sacramento Mather"
"1329601","Manchester, NH: Grenier Field/Manchester Municipal"
"1329602","Manchester, NH: Manchester Airport"
"1329603","Manchester, NH: Manchester-Boston Regional"
"1329604","Manchester, NH: Manchester-Boston Regional"
"1329701","Mojave, CA: Mojave Airport"
"1329702","Mojave, CA: Mojave Airport"
"1329901","Mildenhall, United Kingdom: Mildenhall Airport"
"1329902","Mildenhall, United Kingdom: Mildenhall Airport"
"1330001","Greenville, MI: Greenville Municipal"
"1330101","Holland, MI: Tulip City"
"1330102","Holland, MI: Tulip City"
"1330103","Holland, MI: West Michigan Regional"
"1330201","Howell, MI: Livingston County Spencer J. Hardy"
"1330202","Howell, MI: Livingston County Spencer J. Hardy"
"1330301","Miami, FL: Miami International"
"1330302","Miami, FL: Miami International"
"1330303","Miami, FL: Miami International"
"1330401","Minot, ND: Minot AFB"
"1330402","Minot, ND: Minot AFB"
"1330501","Minneapolis, MN: Crystal"
"1330502","Minneapolis, MN: Crystal"
"1330601","Merida, Mexico: Licenciado Manuel Crescencio Rejon International"
"1330701","Muncie/Anderson/Newcastle, IN: Delaware Co/Johnson Field"
"1330702","Muncie/Anderson/Newcastle, IN: Delaware Co/Johnson Field"
"1330703","Muncie/Anderson/Newcastle, IN: Delaware County Regional"
"1330801","Marilia, Brazil: Marilia Airport"
"1330802","Marilia, Brazil: Marilia Airport"
"1330901","Mili, Marshall Islands District (TTPI): Mili Airport"
"1330902","Mili, Marshall Islands: Mili Airport"
"1330903","Mili, Marshall Islands: Mili Airport"
"1331001","Mikkeli, Finland: Mikkeli Airport"
"1331002","Mikkeli, Finland: Mikkeli Airport"
"1331101","Milan, Italy: Milan Metropolitan Area"
"1331201","Merimbula, Australia: Merimbula Airport"
"1331202","Merimbula, Australia: Merimbula Airport"
"1331301","Minnipa, Australia: Minnipa Airport"
"1331302","Minnipa, Australia: Minnipa Airport"
"1331401","Miami, OK: Miami Municipal"
"1331402","Miami, OK: Miami Municipal"
"1331501","Mitspeh Ramon, Israel: Har Arikha"
"1331502","Mitspeh Ramon, Israel: Har Arikha"
"1331503","Mitspeh Ramon, Israel: Har Arikha"
"1331601","Omaha, NE: Millard"
"1331602","Omaha, NE: Millard"
"1331701","Monastir, Tunisia: Monastir Airport"
"1331702","Monastir, Tunisia: Habib Bourguiba International"
"1331801","Misima Island, Papua New Guinea: Misima"
"1331802","Misima Island, Papua New Guinea: Misima"
"1331901","Shafter, CA: Shafter - Minter Field"
"1331902","Shafter, CA: Shafter - Minter Field"
"1332001","Maiduguri, Nigeria: Maiduguri Airport"
"1332002","Maiduguri, Nigeria: Maiduguri Airport"
"1332101","Millville, NJ: Millville Municipal"
"1332102","Millville, NJ: Millville Municipal"
"1332201","Marshalltown, IA: Marshalltown Municipal"
"1332202","Marshalltown, IA: Marshalltown Municipal"
"1332301","Miriti, Colombia: Miriti Pirana"
"1332401","Mainoru, Australia: Mainoru Airport"
"1332501","Manja, Madagascar: Manja Airport"
"1332502","Manja, Madagascar: Manja Airport"
"1332601","Mejit Island, Marshall Islands: Mejit"
"1332602","Mejit Island, Marshall Islands: Mejit"
"1332701","Man, Cote d'Ivoire: Man Airport"
"1332702","Man, Cote d'Ivoire: Man Airport"
"1332703","Man, Cote d'Ivoire: Man Airport"
"1332801","Moenjodaro, Pakistan: Moenjodaro Airport"
"1332802","Moenjodaro, Pakistan: Moenjodaro Airport"
"1332901","Mosjoen, Norway: Kjaerstad"
"1332902","Mosjoen, Norway: Kjaerstad"
"1333001","Mayajigua, Cuba: Mayajigua Airport"
"1333002","Mayajigua, Cuba: Mayajigua Airport"
"1333003","Mayajigua, Cuba: Mayajigua Airport"
"1333101","Mitiga, Libya: Mitiga Airport"
"1333102","Mitiga, Libya: Mitiga Airport"
"1333103","Mitiga, Libya: Mitiga Airport"
"1333201","Mouila, Gabon: Mouila Airport"
"1333301","Mbuji-Mayi, Congo (Kinshasa): Mbuji Mayi"
"1333302","Mbuji-Mayi, Congo (Kinshasa): Mbuji Mayi"
"1333401","Majunga, Madagascar: Majunga/Amborovy"
"1333402","Majunga, Madagascar: Philibert Tsiranana"
"1333501","Jackson, MN: Jackson Airport"
"1333601","Mytilene, Greece: Mitilini"
"1333602","Mytilene, Greece: Mitilini"
"1333701","Murcia, Spain: Murcia San Javier"
"1333702","Murcia, Spain: Murcia San Javier"
"1333801","Toms River, NJ: Robert J. Miller Air Park"
"1333802","Toms River, NJ: Robert J. Miller Air Park"
"1333901","Mirny, Russia: Mirny Airport"
"1333902","Mirny, Russia: Mirny Airport"
"1334001","Marianske Lazne, Czech Republic: Marianske Lazne Airport"
"1334002","Marianske Lazne, Czech Republic: Marianske Lazne Airport"
"1334101","Kansas City, MO: Kansas City Downtown"
"1334102","Kansas City, MO: Charles B. Wheeler Downtown"
"1334201","Milwaukee, WI: General Mitchell Field"
"1334202","Milwaukee, WI: General Mitchell International"
"1334203","Milwaukee, WI: General Mitchell International"
"1334204","Milwaukee, WI: General Mitchell International"
"1334401","Muskegon, MI: Muskegon County"
"1334402","Muskegon, MI: Muskegon County"
"1334501","Obo Mboki, Central African Republic: Obo Mboki Airport"
"1334502","Obo Mboki, Central African Republic: Obo Mboki Airport"
"1334601","Makoua, Congo (Brazaville): Makoua Airport"
"1334602","Makoua, Congo (Brazaville): Makoua Airport"
"1334701","Hoolehua, HI: Molokai"
"1334702","Hoolehua, HI: Molokai"
"1334801","Jackson, TN: McKellar Field"
"1334802","Jackson, TN: McKellar-Sipes Regional"
"1334901","Mukah, Malaysia: Mukah Airport"
"1334902","Mukah, Malaysia: Mukah Airport"
"1335001","Muskogee, OK: Davis Field"
"1335002","Muskogee, OK: Davis Field"
"1335101","Makemo, French Polynesia: Makemo Airport"
"1335102","Makemo, French Polynesia: Makemo Airport"
"1335201","Meekatharra, Australia: Meekatharra Airport"
"1335202","Meekatharra, Australia: Meekatharra Airport"
"1335301","Mekane Selam, Ethiopia: Mekane Selam Airport"
"1335401","Mankato, MN: Mankato Regional"
"1335402","Mankato, MN: Mankato Regional"
"1335501","Makokou, Gabon: Makokou Airport"
"1335502","Makokou, Gabon: Makokou Airport"
"1335503","Makokou, Gabon: Makokou Airport"
"1335601","Manokwari, Indonesia: Rendani"
"1335602","Manokwari, Indonesia: Rendani"
"1335701","Mackay, Australia: Mackay Airport"
"1335702","Mackay, Australia: Mackay Airport"
"1335801","Malacca, Malaysia: Malacca Airport"
"1335802","Malacca, Malaysia: Malacca Airport"
"1335901","Malta, Malta: Luqa International"
"1335902","Malta, Malta: Luqa International"
"1336001","Melbourne, FL: Melbourne Regional"
"1336002","Melbourne, FL: Melbourne International"
